,File Name,Plant,Site,Controller,Controller Count,Date,Day,Month,Year,Back Up Saved,Network/Communication Device,ODA Frost,Immersion Frost,Room Frost/3rd Stage Frost,BST/GMT Start +1HR,Heat Disapation,Panel Lights,Panel Condition,Boiler Lead/Lag,Input Analogue,Input Digital,Output Analogue,Output Digital,Maintenance Analogue,Maintenance Digital,Scheduling,Scheduling Count,Fault Count,Falut,Comments,Recommendation
121,Grange PS\50-0220A Grange PS.pdf,Grange PS Kilkeel,50-0220A ,"Allen Martin Odyssey x 1, Keypad x 1",2,5-2-2020,5,2,2020,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,N/A,7,1,3,8,0,0,"School Htg Sch,Hall Htg Sch,DHW Sch",3,3,"School Htg Flow Sensor,3 control valves,Panel Lamps","Missing cover, wires exposed,Not moving,8 Green, 9 Red, 4 Amber, 1 blue, 1 White","Replace,Replace,Replace"
122,Hardy Memorial PS\Hardy Memorial PS Lower Boilerhouse 051119.pdf,Lower Boilerhouse,50-0096A Hardy Memorial PS Richhill ,"Odyssey ,Touchscreen",2,5-11-2019,5,11,2019,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,7,9,1,8,0,0,"Zone 1,Zone 2,DHW",3,1,lamps,poor illumination or blown,replace
123,Hardy Memorial PS\Hardy Memorial PS Top Boilerhouse 051119.pdf,Top Boilerhouse,50-0096A Hardy Memorial PS Richhill ,"Odyssey v7,Touchscreen",2,5-11-2019,5,11,2019,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,5,10,1,8,0,0,"Zone 1,Zone 2,Zone 3,DHW",4,1,lamps,3 yellow 1 white,Replace
124,Holy Trinity PS\Holy Trinity PS 50-0224A.pdf,Boilerhouse,Holy Trinity PS 50-0224A ,"Trend 241x2,Touchscreen (store)",2,16-10-2019,16,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,16,9,0,15,0,0,"2 Storey Heating,Exist School,Minor Hall,DHW,Dining Hall",5,0,,,
125,Iveagh PS\50-0102A Iveagh PS.pdf,Boilerhouse,50-0102A Iveagh PS ,"Allen Martin Odyssey,Odyssey Keypad",2,20-3-2020,20,3,2020,N/A,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,7,3,2,13,0,0,"School HTG,School Ext HTG,DHW",3,2,"1,2","2nd Stage Frost not opertating when tested,School Ex VT Actuaor not modulating","invetigate further,Replace Actuator."
126,Kilbroney IPS\50-0462A Kilbroney IPS.pdf,Boilerhouse,50-0462A Kilbroney IPS ,"Priva Touchscreen x 1, Priva HX4 x 1, RO8 x 2, DI12 x 1,UI8 x 1",5,3-3-2020,3,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,8,0,0,17,0,0,"School Htg,School DHW,Assembly Hall Htg,Kitchen Htg",4,0,,,
127,Killean PS\50-0228A Killean Ps Existing Boilerhouse.pdf,Boilerhouse,50-0228A Killean Ps ,Cylon UC32 x2,1,18-3-2020,18,3,2020,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,7,1,1,6,0,0,"Heat,DHW",2,1,Comms,Reset to get operation number of times but stable when got,"invetigate further,Replace Actuator."
128,Killean PS\50-0228A Killean Ps Mobile Boilerhouse.pdf,Boilerhouse,50-0228A Killean Ps ,"Priva Compri HX,Keypad",2,18-3-2020,18,3,2020,Un-Satisfactory,Satisfactory,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,0,1,4,0,0,Heat,1,1,system,not installed to ea spec,"invetigate further,Replace Actuator."
129,Killean PS\50-0228A Killean Ps New Boilerhouse.pdf,Boilerhouse/Stores,50-0228A Killean Ps ,"Cylon UC 32 x5, Keypad x2,UC 32 Netk",3,18-3-2020,18,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,21,4,3,12,0,0,"SMK,DHW,Manifold 1,Manifold 2,Manifold 3",5,0,,,
130,Killicomaine JHS\50-2020a Killicomaine JHS.pdf,All Areas,50-2020A Killicomaine JHS ,"DSC1616E x 2, DSC1212E x 1, DAC322 x 25, eTOUCH x 1",4,13-2-2020,13,2,2020,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,57,5,3,61,0,0,"Extension Htg,Extension DHW,Central Classroom VT,DHW Sch,SMK Sch,Admin Area,CDT Htg,CDT DHW,Assembly Hall Htg,Drama Htg,Library Htg,Music Htg,Computer Suite Htg,Classroom 19 Htg,Classroom 6/7 Htg,Art Htg,Classroom 1 Htg,Classroom 11 Htg,Gym DHW,HE Room 24 Htg,Boys Gym Htg,Girls Gym Htg",22,9,"Plantroom 14,Plantroom 14,Main Boilerhouse VT Control Valve Cable Disconnected as faulty,Main Boilerhouse Admin Zone Valve, Leaking from centre of valve,ICT Suite Fan Convectors, Clean Filters,Class 6 Esbe Actuator Failed,Class 19 Fan Convectors, Clean Filters,Library,Panel Lamps Main BH (10G,10R,5A)","VT valve faulty,DHW Valve Faulty,ICT Valve Faulty","Replace,Replace,Cable needs replaced by others.,Replace,Clean/Replace,Replace,Clean/Replace,Replace,Replace"
131,Kingspark PS Lurgan\50-0110A Kingspark PS Lurgan Boilerhouse A.pdf,Boilerhouse A,50-0110A Kingspark PS Lurgan ,Allen Martin Odyssey keypad and controller,1,18-11-2019,18,11,2019,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,8,5,2,11,1,0,"VT Heating,CT Heating,DHW Heating",3,0,,,
132,Kingspark PS Lurgan\50-0110A Kingspark PS Lurgan Boilerhouse B.pdf,Boilerhouse B,Kingspark PS Lurgan 50-0110A ,Delta Touchscreen and 2 off DSC1616,1,18-11-2019,18,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,19,1,4,14,0,0,"DHW Schedule,East Wing Schedule,West Wing Schedule,Assembly Hall Schedule",4,1,1,Plant going on and off due to high system pressure 2.8Bar,LM  to check pressure unit
133,Lurgan JHS\50-2022A Lurgan JHS.pdf,Lurgan JHS,50- ,"DSC1212E x 1, DAC322 x 18, eTOUCH x 1",3,19-2-2020,19,2,2020,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,31,5,1,38,0,0,"Art Htg,Art DHW,HE DHW,HE Htg,Senior Ass Hall HTG,Science DHW,Technology Htg,Main Sch DHW,Boys Gym Htg,Science Htg,Girls Gym Htg,Junior Assembly Hall Htg,Music Htg,Library Htg",14,3,"Panel Lamps,Technology,Sch DHW","Faulty/Poor,Room Control Valve Failed,Control Valve Failed","Replace all,Replace,Replace"
134,Lurgan Model PS\50-0118A Lurgan Model PS.pdf,Boilerhouse,50-0118A Lurgan Model PS ,"Delta DSC-1180E,HMI touchscreen",2,4-3-2020,4,3,2020,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,10,5,1,5,0,0,"School HTG,Vent Plant,Dinning Hall,DHW",4,2,"Boiler Contactor Chattering,Panel Lamps","Replace,replace all","Replace all,Replace,Replace"
135,Maralin Village PS\50-0120A Maralin Village PS.pdf,Boilerhouse,Maralin Village PS 50-0120A ,"1 x IQ233, 1 x IQ251, 6 x Trend Modules, 1 x IQEView",4,18-3-2020,18,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,9,17,3,10,0,0,"Ground Floor HTG,1st Floor HTG,Aux Htg,Main Hall Htg,DHW",5,0,,,
136,Newry HS\Newry HS Front BoilerHouse.pdf,Front Boilerhouse,50-2026A Newry HS ,DSC1212e x1,1,16-10-2019,16,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,5,7,5,4,0,0,"DHW Schedule,Sch CT Pumps Schedule,Sch VT Pumps Schedule,Phycology VT Pump Schedule",4,1,front school vt act,"Actuator will not drive close, suspect a faulty gear box",Replace and commision
137,Newry HS\Newry HS Main BoilerHouse.pdf,Boilerhouse,50-2026A Newry HS Main Boilerhouse ,"DSC1616e, DFM1616, Etouch, DSC633e",4,,,,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,17,13,9,20,0,0,"SMK,SPORTS HALL,SCHOOL HTG,GYM,GYM",5,2,"SCH CT Flow Temp,SCh CT Rtn Temp","Reading 30oC less than pipe temp,Casing broking / hanging on sensor cable","replace & commission,replace & commission"
138,Newry HS\Newry HS Zone Panels.pdf,Zone Panels,50-2026A Newry HS ,DAC322 x 13,1,5-3-2020,5,3,2020,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,N/A,N/A,30,0,0,30,0,0,"Art Zone,Technology 1,Assembly Hall,HE Res 1,Room 16/17,Room 10,Pyschology/Photocopying Room,Classroom Gnd Floor,Classroom 1st Floor,Staffroom/Library",10,1,"SCH CT Flow Temp,SCh CT Rtn Temp","SRMs failed on all panels, x 22 SRM's Required.",Replace and commission
139,Newry Teacher Training\50-A018A Newry Teacher Training.pdf,Boilerhouse,Newry Teacher Training ,"Delta Etouch x 1, 1280 x 1",2,3-3-2020,3,3,2020,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,N/A,N/A,4,0,0,6,0,0,"Heating,DHW",2,1,"SCH CT Flow Temp,SCh CT Rtn Temp","Main boiler faulty, plant is being operating from portable Bhouse",Replace and commission
140,Portadown College\Portadown College 100 Main Boilerhouse.pdf,Main Boilerhouse,Portadown College  ,"Delta 1616e,Touchscreen",2,,,,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,3,3,1,7,0,0,,,0,,,
141,Portadown College\Portadown College 101 Geography Store.pdf,Geography Store,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Geography,1,0,,,
142,Portadown College\Portadown College 102 Geography Store.pdf,Geography Store,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,IT/HE,1,0,,,
143,Portadown College\Portadown College 103 Classroom 3.pdf,Classroom 3,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Classroom 1-6,1,0,,,
144,Portadown College\Portadown College 104 Lecture Room Store.pdf,Lecture Hall Store,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Science Rooms 10/11,1,0,,,
145,Portadown College\Portadown College 105 Lecture Room Store.pdf,Lecture Hall Store,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Lecture Theatre/Room 14,1,0,,,
146,Portadown College\Portadown College 106 Lecture Room Store.pdf,Lecture Hall Store,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Geography/Class 17,1,0,,,
147,Portadown College\Portadown College 107 Music Switchroom.pdf,Music Switchroom,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,1,0,0,1,0,0,Music,1,0,,,
148,Portadown College\Portadown College 108 Assembly Hall .pdf,Assembly Hall Stage LHS,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,1,0,0,1,0,0,Assembly Hall,1,0,,,
149,Portadown College\Portadown College 109 Maths Hallway.pdf,Maths 3rd Floor Hallway,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Maths,1,0,,,
150,Portadown College\Portadown College 110 Science Staff Room Switch Room.pdf,Science Staff Room Switch Room,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,,,0,,,
151,Portadown College\Portadown College 111 Gym_Changing DHW Store.pdf,Gym/Changing DHW Store,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,1,0,0,1,0,0,DHW,1,0,,,
152,Portadown College\Portadown College 112 Science Staff Room Switch Room.pdf,Science Staff Room Switch Room,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Chemistry,1,0,,,
153,Portadown College\Portadown College 113 Science Staff Room Switch Room.pdf,Science Staff Room Switch Room,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Physics,1,0,,,
154,Portadown College\Portadown College 114 Science Staff Room Switch Room.pdf,Science Staff Room Switch Room,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,1,0,0,1,0,0,,,0,,,
155,Portadown College\Portadown College 115 DHW Main Boilerhouse.pdf,Main Boilerhouse,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,DHW,1,0,,,
156,Portadown College\Portadown College 116 Plantroom.pdf,Plantroom,Portadown College  ,Delta DSC_633E,1,,,,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,N/A,4,0,5,0,0,0,"Remote Plantroom DHW,Remote Plantroom Heating",2,1,Panel Lamps,Old & Done,Replace
157,Portadown College\Portadown College 117 Electrical Switchroom Reprographics.pdf,Electrical Switchroom Reprographics,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,1,0,0,1,0,0,Gym,1,0,,,
158,Portadown College\Portadown College 118 Electrical Switchroom Reprographics.pdf,Electrical Switchroom Reprographics,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,,,0,,,
159,Portadown College\Portadown College 119 Biology Study .pdf,Biology Study Room,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,,,0,,,
160,Portadown College\Portadown College 120 Chemistry Office.pdf,Chemistry Office,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,,,0,,,
161,Portadown College\Portadown College 121 Biology Prep.pdf,Biology Prep,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,Biology,1,0,,,
162,Portadown College\Portadown College 122 Biology S1.pdf,Biology S1,Portadown College ,Delta DAC_322,1,,,,,Satisfactory,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,N/A,Satisfactory,N/A,2,0,0,2,0,0,,,0,,,
163,Portadown College\Portadown College Sports Pavillion.pdf,Boilerhouse,50-4006A Portadown College Sports Pavillion ,"Regin C283-T,IO-8DO8AI,IO-16DI,Keypad",4,9-1-2020,9,1,2020,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,13,0,2,5,0,0,"General,Changing,Fitness,DHW",4,2,"no back up,not regestering all changes",Old & Done,"EA to source,To be rectified via a back up"
164,Railway Street NS\50-1010A Railway Street NS Armagh.pdf,Boilerhouse,50-1010A Railway Street Ns ,"Odyssey,Keypad",2,25-11-2019,25,11,2019,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,6,3,1,4,0,0,"Zone 1 Heating,Zone 2 Heating,DHW",3,0,,,
165,Scarva PS\50-0152A Scarva PS.pdf,Boilerhouse,Scarva PS 50-0152A ,IQ220 x 2 IQView x 1,1,20-3-2020,20,3,2020,Un-Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,N/A,5,3,0,6,0,0,"Htg,DHW",2,2,"Panel Lamps,Outstation 31","Poor/Faulty,Not responding","Replace all,Investigate"
166,Seagoe PS\50-0254A Seagoe PS.pdf,Boilerhouse,50-0254A Seagoe PS ,"Odyssey,Piccolo",2,4-2-2020,4,2,2020,Un-Satisfactory,N/A,N/A,N/A,Un-Satisfactory,N/A,N/A,Un-Satisfactory,N/A,N/A,7,3,1,10,0,0,"School Htg,Hall Htg,DHW",3,2,"Panel Lamps,Outstation 31","Panel Light faulty,Kitchen Room Sensor reading 12C","Replace,Replace"
167,st cairans\CDT Block St Ciarans HS Ballygawley.pdf,CDT Block,50-2046A St Ciarans HS Ballygawley  ,Trend IQ 100+,1,,,,,Un-Satisfactory,Un-Satisfactory,Un-Satisfactory,N/A,N/A,N/A,N/A,Satisfactory,Satisfactory,N/A,0,3,0,6,0,0,,,2,"1,2","Trend outstation faulty,Heating actuator faulty","replace,replace"
168,St Ciarans HS Ballygawley\Main Boilerhouse St Ciarans HS Ballygawley.pdf,Main Boilerhouse,50-2046A St Ciarans HS Ballygawley  ,Trend IQ151 Trend NDP,1,30-10-2019,30,10,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Un-Satisfactory,Satisfactory,Satisfactory,14,11,0,30,0,0,"Music BLK Heating,School Heating,Assembly Hall Heating,DHW Heating",4,4,"1,2,3,4","School  VT actuator faulty,DHW cylinder 1 actuator faulty,BMS holding plant on due to faulty outstation in CDT,Large amount of panel lamps faulty","Replace,Replace,Replace CDT outstation,Re-Lamp panel"
169,St Ciarans HS Ballygawley\SMK DHW Plantroom St Ciarans HS Ballygawley.pdf,Meals Kitchen DHW Plant,50-2064A St Ciarans HS Ballygawley ,Trend IQ92e,1,,,,,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,2,2,0,3,0,0,SMK DHW Schedule,1,0,,,
170,St Ciarans HS Ballygawley\SMK Vent Plant St Ciarans HS Ballygawley.pdf,SMK Vent Plant,50-2064A St Ciarans HS Ballygawley ,"Trend IQ223,Touchscreen",2,1-11-2019,1,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,2,1,0,5,0,0,SMK Vent,1,0,,,
171,St Ciarans HS Ballygawley\SOC.Study Youth Plantroom St Ciarans HS Ballygawley.pdf,Soc.Study/Youth Plantroom,50-2064A St Ciarans HS Ballygawley ,"Trend IQ100,IQ92e",2,1-11-2019,1,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,4,5,0,8,0,0,"Soc/Study,Youth Area,Soc/Youth DHW",3,0,,,
172,St Ciarans HS Ballygawley\Sports Hall AHU St Ciarans HS Ballygawley.pdf,Sports Hall AHU,50-2064A St Ciarans HS Ballygawley ,Trend IQ100,1,,,,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,3,0,0,6,0,0,"AHU,Changing Rooms",2,0,,,
173,St Ciarans HS Ballygawley\Sports Pavilllion St Ciarans HS Ballygawley.pdf,Sports Pavillion,50-2046A St Ciarans HS Ballygawley ,"Cylon UC32, UCKRA420",2,,,,,N/A,Satisfactory,Satisfactory,Satisfactory,N/A,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,2,0,0,3,0,0,"Heating Schedule,DHW Schedule",2,1,3rd Stage Frost,No 3rd stage frost installed,Install
174,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 10.pdf,UFH Manifold 10,St Clare's Abbey Ps Newry ,"Trend IQ4, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,0,1,5,0,0,Manifold HTG,1,0,,,
175,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 11.pdf,UFH Manifold 11,St Clare's Abbey Ps Newry ,Trend IQ4E,1,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,0,1,5,0,0,Manifold HTG,1,0,,,
176,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 12.pdf,UFH Manifold 12,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,0,1,5,0,0,Manifold HTG,1,0,,,
177,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 13.pdf,UFH Manifold 13,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,0,1,4,0,0,Manifold HTG,1,0,,,
178,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 14.pdf,UFH Manifold 14,St Clare's Abbey Ps Newry ,Trend IQ422,1,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,3,0,1,4,0,0,Manifold HTG,1,1,1,3 Teleheads not closing,Replace
179,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 15.pdf,UFH Manifold 15,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,0,1,5,0,0,Manifold HTG,1,0,,,
180,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 16.pdf,UFH Manifold 16,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,7,0,1,6,0,0,Manifold HTG,1,2,"1,2","Corridor Rm Sensor readig -44C,2 Teleheads not closing","replace,replace"
181,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 3.pdf,UFH Manifold 3,St Clare's Abbey Ps Newry ,"IQ4E, 2 x 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,10,0,1,11,0,0,Manifold HTG,1,1,1,High Limit Safety valve ceased,replace valve.
182,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 4.pdf,UFH Manifold 4,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,7,0,1,8,0,0,Manifold HTG,1,0,,,
183,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 5.pdf,UFH Manifold 5,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,0,1,6,0,0,Manifold HTG,1,0,,,
184,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 6.pdf,UFH Manifold 6,St Clare's Abbey Ps Newry ,"Trend IQ4E, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,0,1,5,0,0,Manifold HTG,1,0,,,
185,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 7.pdf,UFH Manifold 7,St Clare's Abbey Ps Newry ,Trend IQ4E,1,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,5,0,1,4,0,0,Manifold HTG,1,0,,,
186,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 8.pdf,UFH Manifold 8,St Clare's Abbey Ps Newry ,Trend IQ422,1,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,2,0,1,3,0,0,Manifold HTG,1,1,1,4 Teleheads not closing,Replace
187,St Clares Abbey PS Newry\50-0268A St Clare's Abbey PS Newry Manifold 9.pdf,UFH Manifold 9,St Clare's Abbey Ps Newry ,"Trend IQ4, 8UIO",2,9-3-2020,9,3,2020,N/A,Satisfactory,N/A,N/A,N/A,Satisfactory,N/A,Satisfactory,Satisfactory,N/A,6,0,1,5,0,0,Manifold HTG,1,0,,,
188,St Clares Abbey PS Newry\St Clares Abbey PS Main Boilerhouse.pdf,Boilerhouse,St Clares Abbey PS ,"Trend iq4e x 1, 8UIO x 1, 16DI x 2, Iqview 8",4,6-3-2020,6,3,2020,Un-Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,12,28,0,20,0,0,"Dining Hall UFH,MP Hall UFH,School DHW",3,0,,,
189,St Colman's Bann\50-0278A St Colman's Bann PS.pdf,Boilerhouse,50-278A St Colman's Bann PS ,"Delta eBUS + 3x eBM Mods (404,440,800), Touch Screen",4,12-11-2019,12,11,2019,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,N/A,6,7,5,4,0,0,"School HTG,DHW",2,0,,,
